Date,Title,URL
2026-07-23,Get Ready: Python Packaging Council Nominations Opening Soon!,https://pyfound.blogspot.com/2026/07/get-ready-python-packaging-council.html
2026-07-23,Get Ready: PSF Board Nominations Opening Soon!,https://pyfound.blogspot.com/2026/07/get-ready-psf-board-nominations-opening.html
2026-07-23,Get Ready: 2026 Python Packaging Council Nominations Opening Soon!,https://blog.python.org/2026/07/2026-packaging-council-nominations/
2026-07-18,Python 3.15.0 beta 4 is here!,https://blog.python.org/2026/07/python-3150-beta-4/
2026-07-15,Affirm Your PSF Membership Voting Status,https://pyfound.blogspot.com/2026/07/affirm-PSF-voting-status-2026.html
